Age,Workclass,Final Weight,Education,Education Number of Years,Marital-status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-country,Income,Age_original,combined_group,sample_weight,Race_Sex_combined,Age_Sex_combined
Early-Middle,Private,339773,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,32,Early-Middle_Some-college_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.8412162162162162,White_Male,Early-Middle_Male
Early-Middle,Federal-gov,210926,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K,31,Early-Middle_HS-grad_Separated_Handlers-cleaners_Unmarried_White_Female_United-States,0.5,White_Female,Early-Middle_Female
Young,Private,199499,Assoc-voc,11,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K,29,Young_Assoc-voc_Never-married_Other-service_Not-in-family_Black_Male_United-States,0.5,Black_Male,Young_Male
Late-Middle,Federal-gov,190729,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,46,Late-Middle_Some-college_Married-civ-spouse_Other-service_Husband_White_Male_United-States,0.8611111111111112,White_Male,Late-Middle_Male
Early-Middle,Self-emp-inc,191385,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,77,United-States,<=50K,32,Early-Middle_Doctorate_Never-married_Prof-specialty_Not-in-family_White_Male_United-States,1.2222222222222223,White_Male,Early-Middle_Male
Senior,Private,193479,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,24,United-States,<=50K,61,Senior_HS-grad_Widowed_Adm-clerical_Unmarried_White_Female_United-States,0.5238095238095238,White_Female,Senior_Female
Early-Middle,Self-emp-not-inc,225165,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K,43,Early-Middle_11th_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.5714285714285714,White_Male,Early-Middle_Male
Early-Middle,Private,346766,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K,35,Early-Middle_HS-grad_Never-married_Handlers-cleaners_Not-in-family_White_Female_United-States,0.5,White_Female,Early-Middle_Female
Early-Middle,State-gov,152307,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,39,Early-Middle_Bachelors_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,1.8018018018018016,White_Male,Early-Middle_Male
Young,?,79990,11th,7,Never-married,?,Own-child,White,Male,0,0,35,United-States,<=50K,18,Young_11th_Never-married_?_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Early-Middle,Self-emp-not-inc,170649,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,42,Early-Middle_Some-college_Married-civ-spouse_Farming-fishing_Husband_White_Male_United-States,0.6530612244897959,White_Male,Early-Middle_Male
Young,Private,197207,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,23,Young_Bachelors_Never-married_Prof-specialty_Not-in-family_White_Female_United-States,0.5220588235294118,White_Female,Young_Female
Early-Middle,Private,229732,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,32,Early-Middle_Bachelors_Married-civ-spouse_Sales_Husband_White_Male_United-States,1.89375,White_Male,Early-Middle_Male
Late-Middle,Private,204402,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,85,United-States,>50K,52,Late-Middle_HS-grad_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,1.1666666666666667,White_Male,Late-Middle_Male
Early-Middle,Private,181065,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,36,Early-Middle_Assoc-acdm_Married-civ-spouse_Tech-support_Husband_White_Male_United-States,0.8823529411764706,White_Male,Early-Middle_Male
Early-Middle,Private,179579,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,?,>50K,38,Early-Middle_Some-college_Married-civ-spouse_Prof-specialty_Husband_White_Male_?,0.5,White_Male,Early-Middle_Male
Late-Middle,Private,237729,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,2444,72,United-States,>50K,50,Late-Middle_HS-grad_Widowed_Sales_Not-in-family_White_Female_United-States,2.5,White_Female,Late-Middle_Female
Young,?,164574,Assoc-acdm,12,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K,23,Young_Assoc-acdm_Never-married_?_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Senior,Private,179574,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,12,United-States,>50K,71,Senior_Prof-school_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.6447368421052632,White_Male,Senior_Male
Young,Private,191782,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,0,0,30,United-States,<=50K,27,Young_HS-grad_Never-married_Other-service_Other-relative_Black_Female_United-States,0.5,Black_Female,Young_Female
Late-Middle,Private,146660,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,56,Late-Middle_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.8817829457364341,White_Male,Late-Middle_Male
Young,Self-emp-not-inc,115945,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K,28,Young_Some-college_Never-married_Prof-specialty_Unmarried_White_Male_United-States,0.5,White_Male,Young_Male
Early-Middle,Private,210875,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,45,Early-Middle_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.7399232245681382,White_Male,Early-Middle_Male
Young,Private,137898,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K,28,Young_HS-grad_Married-civ-spouse_Machine-op-inspct_Wife_White_Female_United-States,0.6,White_Female,Young_Female
Young,Local-gov,216965,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,28,Young_Some-college_Married-civ-spouse_Protective-serv_Husband_White_Male_United-States,0.75,White_Male,Young_Male
Young,Private,201554,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,15,United-States,<=50K,18,Young_Some-college_Never-married_Machine-op-inspct_Not-in-family_White_Female_United-States,0.5,White_Female,Young_Female
Senior,Private,57970,7th-8th,4,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,62,Senior_7th-8th_Divorced_Handlers-cleaners_Not-in-family_White_Male_United-States,0.5,White_Male,Senior_Male
Early-Middle,Private,208378,12th,8,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,35,Early-Middle_12th_Separated_Machine-op-inspct_Unmarried_White_Female_United-States,0.5,White_Female,Early-Middle_Female
Early-Middle,Private,61343,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,<=50K,39,Early-Middle_10th_Married-civ-spouse_Machine-op-inspct_Husband_White_Male_United-States,0.59375,White_Male,Early-Middle_Male
Young,Private,283872,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,20,United-States,<=50K,24,Young_Some-college_Never-married_Adm-clerical_Not-in-family_Black_Male_United-States,0.5,Black_Male,Young_Male
Late-Middle,Private,225603,9th,5,Divorced,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,<=50K,58,Late-Middle_9th_Divorced_Farming-fishing_Not-in-family_Black_Male_United-States,0.5,Black_Male,Late-Middle_Male
Late-Middle,Private,401333,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,48,Late-Middle_HS-grad_Divorced_Sales_Not-in-family_White_Male_United-States,0.5294117647058824,White_Male,Late-Middle_Male
Late-Middle,Private,278228,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,57,Late-Middle_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.5938697318007663,White_Male,Late-Middle_Male
Early-Middle,Private,145377,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,31,Early-Middle_Bachelors_Married-civ-spouse_Sales_Husband_White_Male_United-States,1.89375,White_Male,Early-Middle_Male
Young,Private,120238,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,25,Young_HS-grad_Married-civ-spouse_Sales_Husband_White_Male_United-States,0.5952380952380952,White_Male,Young_Male
Early-Middle,Private,187215,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,36,United-States,>50K,34,Early-Middle_Bachelors_Married-civ-spouse_Prof-specialty_Wife_White_Female_United-States,0.6694915254237288,White_Female,Early-Middle_Female
Young,Self-emp-not-inc,144063,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,<=50K,29,Young_7th-8th_Married-civ-spouse_Farming-fishing_Husband_White_Male_United-States,0.6,White_Male,Young_Male
Early-Middle,Private,238721,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K,38,Early-Middle_Assoc-acdm_Divorced_Exec-managerial_Unmarried_Black_Female_United-States,0.5,Black_Female,Early-Middle_Female
Young,Private,164920,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,21,Young_Some-college_Never-married_Other-service_Own-child_White_Female_United-States,0.5,White_Female,Young_Female
Early-Middle,Self-emp-not-inc,152493,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K,34,Early-Middle_HS-grad_Married-civ-spouse_Farming-fishing_Husband_White_Male_United-States,0.5860215053763441,White_Male,Early-Middle_Male
Late-Middle,Private,92968,Bachelors,13,Never-married,Sales,Unmarried,White,Female,0,0,32,United-States,<=50K,50,Late-Middle_Bachelors_Never-married_Sales_Unmarried_White_Female_United-States,0.5,White_Female,Late-Middle_Female
Late-Middle,Private,136836,HS-grad,9,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K,50,Late-Middle_HS-grad_Divorced_Prof-specialty_Unmarried_Black_Female_United-States,0.5,Black_Female,Late-Middle_Female
Late-Middle,Federal-gov,216453,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,45,United-States,<=50K,49,Late-Middle_Assoc-voc_Divorced_Exec-managerial_Unmarried_Black_Female_United-States,0.5,Black_Female,Late-Middle_Female
Young,Private,349148,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,<=50K,30,Young_Bachelors_Never-married_Prof-specialty_Not-in-family_White_Male_United-States,0.5619834710743802,White_Male,Young_Male
Young,State-gov,309620,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,20,Taiwan,<=50K,29,Young_Masters_Married-civ-spouse_Prof-specialty_Husband_Asian-Pac-Islander_Male_Taiwan,0.5,Asian-Pac-Islander_Male,Young_Male
Young,State-gov,347803,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Male,0,0,20,United-States,<=50K,22,Young_Some-college_Never-married_Adm-clerical_Not-in-family_Other_Male_United-States,0.5,Other_Male,Young_Male
Early-Middle,Private,85995,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,42,Early-Middle_HS-grad_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,0.6930232558139535,White_Male,Early-Middle_Male
Young,?,167428,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K,19,Young_Some-college_Never-married_?_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Early-Middle,Private,164569,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,48,United-States,<=50K,31,Early-Middle_Some-college_Divorced_Other-service_Unmarried_White_Female_United-States,0.5217391304347826,White_Female,Early-Middle_Female
Early-Middle,Self-emp-not-inc,308279,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,21,United-States,<=50K,42,Early-Middle_Bachelors_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,1.8018018018018016,White_Male,Early-Middle_Male
Young,Private,56322,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,20,Young_Some-college_Never-married_Other-service_Own-child_White_Male_United-States,0.5035714285714286,White_Male,Young_Male
Late-Middle,?,203015,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,51,Late-Middle_HS-grad_Married-civ-spouse_?_Husband_White_Male_United-States,0.686046511627907,White_Male,Late-Middle_Male
Late-Middle,Private,211654,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,50,Late-Middle_10th_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,1.9583333333333333,White_Male,Late-Middle_Male
Young,Self-emp-inc,120126,9th,5,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,27,Young_9th_Never-married_Craft-repair_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Young,Private,239043,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,26,Young_11th_Never-married_Other-service_Not-in-family_White_Male_United-States,0.5,White_Male,Young_Male
Senior,?,179761,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,>50K,61,Senior_HS-grad_Married-civ-spouse_?_Husband_White_Male_United-States,2.727272727272727,White_Male,Senior_Male
Young,Private,312017,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,Germany,<=50K,20,Young_Some-college_Never-married_Protective-serv_Own-child_White_Male_Germany,0.5,White_Male,Young_Male
Late-Middle,Private,257485,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,51,Late-Middle_Some-college_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.966346153846154,White_Male,Late-Middle_Male
Late-Middle,Private,49243,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,52,Late-Middle_HS-grad_Married-civ-spouse_Machine-op-inspct_Husband_White_Male_United-States,0.8085106382978723,White_Male,Late-Middle_Male
Early-Middle,Private,229716,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K,33,Early-Middle_HS-grad_Divorced_Adm-clerical_Not-in-family_White_Male_United-States,0.55,White_Male,Early-Middle_Male
Early-Middle,Private,341672,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,60,India,<=50K,31,Early-Middle_Bachelors_Married-civ-spouse_Adm-clerical_Husband_Asian-Pac-Islander_Male_India,1.0,Asian-Pac-Islander_Male,Early-Middle_Male
Young,Private,32311,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K,24,Young_Some-college_Married-civ-spouse_Other-service_Wife_White_Female_United-States,0.5,White_Female,Young_Female
Late-Middle,Private,275236,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,56,Late-Middle_Bachelors_Married-civ-spouse_Machine-op-inspct_Husband_White_Male_United-States,1.1666666666666667,White_Male,Late-Middle_Male
Young,?,400356,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K,19,Young_Some-college_Never-married_?_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Young,Private,184596,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,3942,0,50,United-States,<=50K,29,Young_11th_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.5555555555555556,White_Male,Young_Male
Young,Private,186909,HS-grad,9,Never-married,Sales,Other-relative,White,Female,1055,0,30,United-States,<=50K,18,Young_HS-grad_Never-married_Sales_Other-relative_White_Female_United-States,0.5,White_Female,Young_Female
Early-Middle,Private,152420,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,50,United-States,<=50K,43,Early-Middle_Some-college_Married-civ-spouse_Machine-op-inspct_Husband_Black_Male_United-States,0.8333333333333334,Black_Male,Early-Middle_Male
Early-Middle,State-gov,261929,Doctorate,16,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,25236,0,64,United-States,>50K,43,Early-Middle_Doctorate_Married-spouse-absent_Prof-specialty_Unmarried_White_Male_United-States,0.5,White_Male,Early-Middle_Male
Young,Private,235442,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,21,Young_HS-grad_Married-civ-spouse_Adm-clerical_Husband_White_Male_United-States,0.5606060606060606,White_Male,Young_Male
Late-Middle,Private,161691,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,51,Late-Middle_HS-grad_Married-civ-spouse_Adm-clerical_Wife_White_Female_United-States,1.1296296296296295,White_Female,Late-Middle_Female
Young,?,173945,11th,7,Married-civ-spouse,?,Other-relative,White,Female,0,0,39,United-States,<=50K,20,Young_11th_Married-civ-spouse_?_Other-relative_White_Female_United-States,0.5,White_Female,Young_Female
Early-Middle,Private,355918,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,>50K,41,Early-Middle_Some-college_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,1.25,White_Male,Early-Middle_Male
Early-Middle,State-gov,198660,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,45,Early-Middle_Some-college_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.8363636363636363,White_Male,Early-Middle_Male
Young,Private,122649,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,20,Young_HS-grad_Never-married_Other-service_Not-in-family_White_Female_United-States,0.5058823529411764,White_Female,Young_Female
Young,Private,421967,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,United-States,>50K,28,Young_Bachelors_Married-civ-spouse_Exec-managerial_Wife_White_Female_United-States,0.7857142857142857,White_Female,Young_Female
Late-Middle,Local-gov,259377,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,United-States,>50K,50,Late-Middle_Masters_Married-civ-spouse_Prof-specialty_Wife_White_Female_United-States,0.6071428571428571,White_Female,Late-Middle_Female
Late-Middle,Private,74305,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,47,Late-Middle_Bachelors_Divorced_Craft-repair_Not-in-family_White_Male_United-States,0.5833333333333334,White_Male,Late-Middle_Male
Senior,Self-emp-not-inc,34340,7th-8th,4,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,35,United-States,<=50K,80,Senior_7th-8th_Widowed_Farming-fishing_Not-in-family_White_Male_United-States,0.5,White_Male,Senior_Male
Late-Middle,Self-emp-not-inc,182752,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,Iran,<=50K,47,Late-Middle_HS-grad_Married-civ-spouse_Adm-clerical_Wife_White_Female_Iran,0.5,White_Female,Late-Middle_Female
Young,?,48393,Some-college,10,Never-married,?,Own-child,White,Male,0,0,84,United-States,<=50K,19,Young_Some-college_Never-married_?_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Early-Middle,Private,34248,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,45,Early-Middle_HS-grad_Married-civ-spouse_Sales_Husband_White_Male_United-States,0.8961538461538462,White_Male,Early-Middle_Male
Young,Private,186677,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K,17,Young_11th_Never-married_Handlers-cleaners_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Early-Middle,Private,167851,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,37,Early-Middle_HS-grad_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.7399232245681382,White_Male,Early-Middle_Male
Young,Private,146460,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,27,Young_Some-college_Never-married_Machine-op-inspct_Not-in-family_White_Female_United-States,0.5,White_Female,Young_Female
Young,Private,209650,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K,17,Young_12th_Never-married_Other-service_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Young,Self-emp-not-inc,132986,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,18,Young_HS-grad_Never-married_Farming-fishing_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Late-Middle,Private,94429,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,57,Late-Middle_HS-grad_Married-civ-spouse_Handlers-cleaners_Husband_White_Male_United-States,0.8194444444444444,White_Male,Late-Middle_Male
Young,Private,252406,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,26,Young_HS-grad_Separated_Adm-clerical_Unmarried_White_Female_United-States,0.5,White_Female,Young_Female
Young,Private,174592,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,26,Young_Masters_Never-married_Exec-managerial_Own-child_White_Female_United-States,0.6666666666666666,White_Female,Young_Female
Early-Middle,Self-emp-not-inc,151322,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,36,Early-Middle_Bachelors_Married-civ-spouse_Prof-specialty_Husband_White_Male_United-States,0.6920415224913494,White_Male,Early-Middle_Male
Late-Middle,Private,37237,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,>50K,51,Late-Middle_HS-grad_Married-civ-spouse_Farming-fishing_Husband_White_Male_United-States,1.8571428571428568,White_Male,Late-Middle_Male
Early-Middle,Private,101192,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,38,Early-Middle_Some-college_Never-married_Other-service_Not-in-family_White_Male_United-States,0.5,White_Male,Early-Middle_Male
Senior,?,152900,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,<=50K,77,Senior_5th-6th_Married-civ-spouse_?_Husband_White_Male_United-States,0.5,White_Male,Senior_Male
Late-Middle,Private,94081,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K,51,Late-Middle_HS-grad_Never-married_Craft-repair_Not-in-family_White_Male_United-States,6.0,White_Male,Late-Middle_Male
Young,Private,329408,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,24,Young_11th_Never-married_Handlers-cleaners_Not-in-family_White_Male_United-States,0.5,White_Male,Young_Male
Early-Middle,Private,106028,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,65,United-States,<=50K,35,Early-Middle_HS-grad_Divorced_Farming-fishing_Not-in-family_White_Male_United-States,0.6153846153846154,White_Male,Early-Middle_Male
Early-Middle,?,164866,10th,6,Divorced,?,Not-in-family,White,Male,0,0,99,United-States,<=50K,35,Early-Middle_10th_Divorced_?_Not-in-family_White_Male_United-States,0.5,White_Male,Early-Middle_Male
Late-Middle,Self-emp-inc,167793,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K,51,Late-Middle_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.5938697318007663,White_Male,Late-Middle_Male
Young,Private,138692,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,28,Young_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.9042553191489362,White_Male,Young_Male
Early-Middle,Private,173968,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,37,Early-Middle_HS-grad_Married-civ-spouse_Transport-moving_Husband_White_Male_United-States,0.6930232558139535,White_Male,Early-Middle_Male
Early-Middle,Private,228320,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,43,Early-Middle_HS-grad_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.976,White_Male,Early-Middle_Male
Young,Private,96585,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K,23,Young_HS-grad_Never-married_Handlers-cleaners_Not-in-family_White_Male_United-States,0.5,White_Male,Young_Male
Early-Middle,Private,156580,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,Puerto-Rico,<=50K,42,Early-Middle_Bachelors_Married-civ-spouse_Sales_Wife_White_Female_Puerto-Rico,0.5,White_Female,Early-Middle_Female
Late-Middle,Private,210673,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,58,Late-Middle_Some-college_Married-civ-spouse_Adm-clerical_Wife_White_Female_United-States,0.9117647058823528,White_Female,Late-Middle_Female
Late-Middle,Local-gov,137753,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,20,United-States,<=50K,52,Late-Middle_HS-grad_Married-civ-spouse_Other-service_Wife_Black_Female_United-States,0.5625,Black_Female,Late-Middle_Female
Young,Private,29865,HS-grad,9,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,50,United-States,<=50K,29,Young_HS-grad_Divorced_Sales_Not-in-family_Amer-Indian-Eskimo_Female_United-States,0.5,Amer-Indian-Eskimo_Female,Young_Female
Young,Private,196044,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,27,Young_Some-college_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,0.6012658227848101,White_Male,Young_Male
Young,Private,308995,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,Jamaica,<=50K,28,Young_Some-college_Never-married_Adm-clerical_Own-child_Black_Female_Jamaica,0.5,Black_Female,Young_Female
Late-Middle,Private,159008,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,20,United-States,>50K,59,Late-Middle_Assoc-acdm_Married-civ-spouse_Craft-repair_Husband_White_Male_United-States,1.0,White_Male,Late-Middle_Male
Young,Private,362491,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,28,Young_HS-grad_Never-married_Handlers-cleaners_Own-child_White_Male_United-States,0.5,White_Male,Young_Male
Young,Private,94395,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,24,Young_Some-college_Never-married_Craft-repair_Not-in-family_White_Male_United-States,0.5185185185185185,White_Male,Young_Male
Young,Private,320047,10th,6,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,20,Young_10th_Married-spouse-absent_Handlers-cleaners_Not-in-family_White_Male_United-States,0.5,White_Male,Young_Male
Late-Middle,Private,98535,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,54,Late-Middle_Bachelors_Married-civ-spouse_Exec-managerial_Husband_White_Male_United-States,0.5938697318007663,White_Male,Late-Middle_Male
Senior,Private,183170,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K,65,Senior_HS-grad_Divorced_Other-service_Not-in-family_White_Male_United-States,0.5,White_Male,Senior_Male
